Frame Count,r,x,y,z,Eculid dist (xy),,,r,x,y,z,Euclid dist (xy),Max ED (xy)
137,1.028276724,-2.545697153,5.101615655,34.89288117,5.701495969,,,,,,,0,
137,0.982101411,-2.307789684,4.556361143,35.12516426,5.107476881,,,,,,,0,
137,0.975347167,-1.74496008,4.896772231,35.25661879,5.198390517,,,,,,,0,
137,0.960285593,-2.85740407,4.648435265,34.62815839,5.456437339,,,,,,,0,
137,0.929648069,2.042532013,4.276468616,34.45099238,4.739210994,,,,,,,0,
137,0.924966025,2.047579166,4.098397624,34.44579957,4.581423744,,,,,,,0,
137,0.919110678,1.872051033,4.447292165,34.6111978,4.825244312,,,,,,,0,
137,0.8926817,1.460357361,3.393877174,34.4976099,3.694732182,,,,,,,0,
137,0.864427989,1.463705091,4.006076695,34.61760819,4.265100594,,,,,,,0,
,,,,,0,,,,,,,0,
138,2.871302862,-0.407095856,-0.940527205,37.12009502,1.024850457,,,2.455,0.48,0.566,32.905,0.742129369,
138,2.85571565,-0.290450457,-1.101152291,37.54280521,1.138814224,,,,,,,0,
138,2.850435535,-0.100020135,-1.181313555,37.47073479,1.185540275,,,,,,,0,
138,2.777178729,-1.620902381,0.236626953,37.68880868,1.638083283,,,,,,,0,
138,2.757096876,-1.123006004,-0.220995719,37.20188928,1.144544273,,,,,,,0,
138,2.646004787,-0.220802153,0.822319991,34.96715948,0.851448036,,,,,,,0,
138,2.636387406,-0.63805352,0.583015886,35.76526208,0.864303082,,,,,,,0,
138,2.609435927,-0.655893653,0.218134853,36.13670973,0.691215812,,,,,,,0,
138,2.607839964,-0.947419688,0.475874823,36.2412256,1.060217389,,,,,,,0,
138,2.595292982,-0.117178087,-0.028083875,35.91209591,0.120496507,,,,,,,0,
138,2.455095359,0.48036085,0.565870046,32.90469007,0.742263737,,,,,,,0,
138,1.89168605,-1.878890658,1.170557502,32.6023635,2.21369261,,,,,,,0,
138,1.1344789,0.97290764,3.95732921,35.46882837,4.075169169,,,,,,,0,
138,0.900984384,2.084694083,3.651595745,34.57651853,4.204771207,,,,,,,0,
,,,,,0,,,,,,,0,
139,2.92619957,0.537514581,1.249207694,32.13802722,1.359941832,,,2.688,-0.255,1.448,35.089,1.470281946,
139,2.884924695,0.382807375,1.484483776,32.69049277,1.533047151,,,,,,,0,
139,2.87816819,0.288187603,1.587388951,32.97541215,1.613336845,,,,,,,0,
139,2.864592372,0.69797691,1.975876436,33.95698375,2.095533215,,,,,,,0,
139,2.687508573,-0.255453577,1.448136499,35.08933397,1.470495104,,,,,,,0,
139,2.089948244,-2.029319064,2.097199483,31.92241418,2.918284005,,,,,,,0,
139,1.959676391,3.726644954,1.913011622,35.03882412,4.188973153,,,,,,,0,
,,,,,0,,,,,,,0,
140,3.031266717,0.882153476,1.614696879,36.45282189,1.839956729,,,2.593,-0.511,1.111,33.166,1.22288266,
140,3.019717938,0.933507047,1.480590714,36.79356162,1.750309764,,,,,,,0,
140,2.977835959,1.28069782,1.936440105,35.76499587,2.321634594,,,,,,,0,
140,2.963162575,1.507049384,2.126612119,35.46648065,2.606468291,,,,,,,0,
140,2.954963068,0.96993208,1.8604364,35.12708313,2.098092428,,,,,,,0,
140,2.952938028,1.046572406,1.869115892,35.33218729,2.142173667,,,,,,,0,
140,2.949810025,0.883267265,1.777254122,35.40903007,1.984639331,,,,,,,0,
140,2.944485601,1.25570655,2.040420155,35.1108019,2.395853365,,,,,,,0,
140,2.700279723,2.557006457,1.727092566,36.57986073,3.085632958,,,,,,,0,
140,2.697533454,3.071954767,2.03836784,36.16349645,3.686712566,,,,,,,0,
140,2.593705823,-0.459058024,1.214166033,33.44979384,1.298049855,,,,,,,0,
140,2.593464758,-0.511436697,1.110921316,33.1660022,1.222993731,,,,,,,0,
140,2.570618892,0.217068753,1.331700959,33.14315424,1.349276209,,,,,,,0,
140,2.431745746,1.435538176,1.247190249,33.14014114,1.901644912,,,,,,,0,
140,1.479252629,2.021201919,5.7084683,34.79407063,6.05573014,,,,,,,0,
,,,,,0,,,,,,,0,
141,2.870506143,-0.841755284,1.656751892,32.40579679,1.858326879,,,2.652,0.497,1.673,35.906,1.745261585,
141,2.75770871,-0.394016978,2.085128737,33.2190178,2.122029978,,,,,,,0,
141,2.652279124,0.497094432,1.672516651,35.90565702,1.744825155,,,,,,,0,
141,2.389214151,1.190125626,2.391494127,32.23101721,2.671262467,,,,,,,0,
141,2.374630743,1.919314464,2.50937501,32.22435885,3.159229487,,,,,,,0,
,,,,,0,,,,,,,0,
142,3.070621023,0.088519378,1.313638082,32.7717504,1.316617139,,,2.511,-0.147,0.743,35.306,0.757402139,
142,2.712950235,1.807549522,1.810345425,32.77461192,2.558238815,,,,,,,0,
142,2.51412939,-0.171306016,0.71427162,35.48366296,0.734526853,,,,,,,0,
142,2.510801099,-0.14700351,0.742779704,35.30587949,0.757186715,,,,,,,0,
142,2.489906098,-0.779397115,1.26242626,35.36588841,1.483637397,,,,,,,0,
142,2.486361867,0.383290152,0.529697803,35.17614386,0.653828038,,,,,,,0,
142,1.944708534,2.290316916,0.951501995,34.96014597,2.480102341,,,,,,,0,
,,,,,0,,,,,,,0,
143,1.939348059,0.520457979,-0.043661551,34.76497857,0.522286166,,,1.938,0.655,-0.085,34.409,0.660492241,
143,1.937704293,0.655366419,-0.085362907,34.40914693,0.66090239,,,,,,,0,
143,1.915240375,0.391268105,0.239318448,33.92387612,0.458654608,,,,,,,0,
143,1.908720672,0.234660401,0.309684078,34.40969083,0.388548236,,,,,,,0,
143,1.743950089,-0.987229381,0.62309047,35.11324318,1.167417485,,,,,,,0,
143,1.517745874,-1.470754879,2.730810893,37.93132037,3.101684711,,,,,,,0,
143,1.513921367,-1.410745774,2.663779114,37.81227694,3.014286451,,,,,,,0,
143,1.4836027,-1.624271212,3.134210751,38.306101,3.530089801,,,,,,,0,
143,1.035237624,-1.62043396,3.277839092,36.0667153,3.656505891,,,,,,,0,
143,1.015939419,-1.637182436,2.939127375,36.03850302,3.36434779,,,,,,,0,
,,,,,0,,,,,,,0,
144,1.925527398,-0.200318843,0.79340554,35.00916065,0.818303116,,,1.926,-0.2,0.793,35.009,0.81783189,
144,1.90650094,-0.11563599,0.744755895,35.52709899,0.753679657,,,,,,,0,
144,1.666180141,2.292401667,1.512113364,36.54294409,2.746195956,,,,,,,0,
144,1.532467586,1.684214855,1.325251882,35.68579917,2.143098744,,,,,,,0,
144,1.493376009,2.435892798,1.433560422,35.3497995,2.826423395,,,,,,,0,
144,1.116853234,4.330155989,-0.341642857,34.52186118,4.343612636,,,,,,,0,
,,,,,0,,,,,,,0,
145,2.52036988,0.985696487,1.861849483,33.50459128,2.106675357,,,2.193,1.204,1.712,35.422,2.092978739,
145,2.508339168,1.562954786,2.092293677,33.76386015,2.611612623,,,,,,,0,
145,2.478188174,1.60936271,1.860657202,33.19276386,2.460100314,,,,,,,0,
145,2.23750682,1.837148387,1.548579425,36.31808235,2.402751013,,,,,,,0,
145,2.209414155,1.24322225,1.595519607,35.87775102,2.022692359,,,,,,,0,
145,2.193152788,1.204006856,1.712159163,35.42150799,2.093112875,,,,,,,0,
145,2.142452459,1.90829049,1.814906362,35.38043397,2.633525716,,,,,,,0,
145,1.453719931,0.006954582,-0.171810486,35.26888661,0.171951183,,,,,,,0,
,,,,,0,,,,,,,0,
146,2.807120748,0.4867504,1.11551761,33.66116986,1.217088941,,,2.593,0.685,0.961,35.717,1.180146601,
146,2.783348487,0.195863146,0.927151472,33.28520498,0.947613964,,,,,,,0,
146,2.781632743,0.431508333,0.976541682,33.16193231,1.067629663,,,,,,,0,
146,2.776428225,0.724632977,1.400122332,34.22590711,1.576526402,,,,,,,0,
146,2.593053627,0.684838766,0.961377161,35.71719275,1.180360191,,,,,,,0,
146,2.542316847,0.670049502,1.748961928,35.92558011,1.872921291,,,,,,,0,
146,2.542910659,0.650569942,1.644868091,36.07680768,1.768850555,,,,,,,0,
146,1.312638898,-2.114011641,3.319204027,33.97153144,3.935245938,,,,,,,0,
,,,,,0,,,,,,,0,
147,3.415065485,0.103055479,1.947324233,33.98455854,1.950049256,,,3.226,-0.064,1.609,35.647,1.610272337,
147,3.226333074,-0.06359746,1.609461867,35.64666628,1.610717895,,,,,,,0,
147,1.30223499,4.494549314,-0.24007164,33.98062707,4.500956335,,,,,,,0,
147,1.18702504,5.295490223,1.684129566,33.85729096,5.556843447,,,,,,,0,
147,1.173536477,5.194282698,2.076829099,33.6726882,5.594085435,,,,,,,0,
,,,,,0,,,,,,,0,
148,3.059635316,-0.232575858,1.211924343,33.17402693,1.234038955,,,3.047,-1.435,0.928,35.737,1.708920419,
148,3.047300829,-1.435143725,0.928042911,35.73715277,1.70906441,,,,,,,0,
148,3.01069457,0.413816594,1.47464392,33.40601961,1.531606628,,,,,,,0,
148,2.986027885,-1.187765935,0.661566126,36.73785322,1.359579956,,,,,,,0,
148,2.730079087,0.114698334,1.269064431,36.27263879,1.27423712,,,,,,,0,
148,2.729094674,-1.640305246,1.347727522,31.87809871,2.122962735,,,,,,,0,
,,,,,0,,,,,,,0,
149,2.236299378,0.712215629,0.661744743,35.80231798,0.97219196,,,2.193,0.588,0.564,35.283,0.814763769,
149,2.231980217,0.902070314,0.96848885,35.39540871,1.323518607,,,,,,,0,
149,2.193270208,0.587865054,0.563833815,35.28296343,0.814551344,,,,,,,0,
149,2.164600938,0.022224823,0.068113572,36.10193345,0.07164776,,,,,,,0,
149,2.137962932,1.14577495,0.576229245,36.66100562,1.282513306,,,,,,,0,
149,2.131387057,0.550398829,0.099136383,36.61840227,0.55925566,,,,,,,0,
149,1.971885479,-0.607799638,-0.122670775,35.00198414,0.620055255,,,,,,,0,
,,,,,0,,,,,,,0,
150,2.031442053,1.365961587,1.664172375,33.04869103,2.152979505,,,1.644,-0.698,-1.166,35.267,1.358955481,
150,2.031719862,1.358347429,1.704741524,33.00026922,2.179736544,,,,,,,0,
150,1.644143734,-0.697615677,-1.166149375,35.26675056,1.358886308,,,,,,,0,
150,1.441614805,1.500551813,-0.249159145,35.32159484,1.52109698,,,,,,,0,
,,,,,0,,,,,,,0,
151,2.428576169,-1.012203014,-0.337786765,35.5067938,1.06707771,,,2.422,-1.087,-0.28,34.838,1.122483407,
151,2.427109474,-1.253267848,-0.234429239,34.35151761,1.27500485,,,,,,,0,
151,2.421739939,-1.087047111,-0.279931914,34.83803245,1.122512048,,,,,,,0,
,,,,,0,,,,,,,0,
152,2.518374621,-0.816462607,0.549184936,35.16657405,0.98397931,,,2.518,-0.816,0.549,35.167,0.983492247,
,,,,,0,,,,,,,0,
153,2.545466307,0.553908051,-0.43446966,36.93982594,0.703973021,,,2.326,0.367,0.223,34.803,0.429439169,
153,2.542648427,0.611551366,-0.374151937,36.74149239,0.716927294,,,,,,,0,
153,2.326067529,0.366635315,0.223345296,34.80288352,0.429307088,,,,,,,0,
,,,,,0,,,,,,,0,
154,2.453868388,0.127996575,0.060570581,35.89157302,0.141604797,,,2.454,0.128,0.061,35.892,0.141792101,
154,1.843986247,-1.97619547,0.922446136,35.07410388,2.180884089,,,,,,,0,
154,1.841585231,-2.027817809,0.916296285,35.19564146,2.225228965,,,,,,,0,
,,,,,0,,,,,,,0,
155,2.667792559,-0.077830353,0.531303323,34.47606388,0.536973728,,,2.664,-0.041,0.609,34.209,0.610378571,
155,2.664009918,-0.041420997,0.608538123,34.20870256,0.609946183,,,,,,,0,
155,1.766924784,-0.138198275,-3.764141218,36.41531942,3.766677299,,,,,,,0,
,,,,,0,,,,,,,0,
156,2.220122494,0.041661923,0.842183693,33.59296457,0.843213549,,,2.22,0.042,0.842,33.593,0.843046855,
156,2.078668673,1.202947617,1.449076173,33.79447938,1.883322788,,,,,,,0,
,,,,,0,,,,,,,0,
157,2.703723306,-0.503818385,1.249808322,32.16427242,1.347536199,,,2.334,0.586,0.427,35.689,0.725068962,
157,2.440857694,1.009191723,1.778964914,32.95079386,2.045283379,,,,,,,0,
157,2.333684037,0.586248781,0.426618393,35.68894899,0.725045438,,,,,,,0,
157,2.313455808,0.482202268,0.633167268,35.19957911,0.79587676,,,,,,,0,
157,2.307027619,1.760017162,1.740109093,32.29052909,2.475003044,,,,,,,0,
157,2.30445196,0.673729472,0.808436276,35.09081639,1.052369048,,,,,,,0,
157,2.268257454,0.307048451,0.757893679,34.60613173,0.817729527,,,,,,,0,
157,2.265075852,0.444726361,0.867434326,34.55764477,0.974794258,,,,,,,0,
157,2.252475368,0.046065527,0.817547097,34.0326908,0.818843873,,,,,,,0,
157,2.250589102,0.779815377,1.133882556,34.27616444,1.376154669,,,,,,,0,
157,2.247083088,0.835763147,1.261433884,33.99793099,1.513180585,,,,,,,0,
157,1.591758803,-2.938681414,1.466650355,34.17467097,3.284343422,,,,,,,0,
,,,,,0,,,,,,,0,
158,2.255300884,0.329267886,0.572190034,35.30466244,0.660165718,,,2.219,0.074,0.566,34.793,0.570816958,
158,2.22843233,0.33950834,0.448040032,36.1265213,0.562143917,,,,,,,0,
158,2.218703302,0.073508765,0.566185687,34.79257586,0.570937624,,,,,,,0,
158,2.067108797,1.068805661,1.340558815,34.23683447,1.714480527,,,,,,,0,
158,2.059927807,0.743621486,1.218427809,33.69251437,1.427423988,,,,,,,0,
158,1.632617647,-2.819070952,1.214395703,34.75794061,3.069514287,,,,,,,0,
,,,,,0,,,,,,,0,
159,2.128037302,0.002503466,0.527007687,35.22182304,0.527013633,,,2.128,0.003,0.527,35.222,0.527008539,
159,2.084550983,0.843228814,0.793187776,35.38914661,1.157662162,,,,,,,0,
159,2.084344448,0.902924161,0.808754537,35.4366733,1.212169931,,,,,,,0,
159,2.076725621,0.912798688,0.918985203,35.12080572,1.295274198,,,,,,,0,
159,1.527511252,-2.478291605,1.274393554,35.13289303,2.786755858,,,,,,,0,
,,,,,0,,,,,,,0,
160,2.6601952,0.213778837,0.489468359,36.10717677,0.534116715,,,2.66,0.214,0.489,36.107,0.53377617,
,,,,,0,,,,,,,0,
161,3.386624264,-0.252580722,0.01847801,33.03236818,0.253255717,,,2.577,-0.598,-0.169,36,0.621421757,
161,3.370731006,-0.28497515,0.324997415,32.64134155,0.432243168,,,,,,,0,
161,2.577365825,-0.598435812,-0.169390246,35.99954657,0.621947326,,,,,,,0,
161,2.525667841,1.109960529,1.067824373,35.11448011,1.540214682,,,,,,,0,
161,2.195702867,1.689287637,2.849016093,34.83273568,3.312187407,,,,,,,0,
161,2.188204755,1.407230013,0.811477043,36.79526893,1.624435687,,,,,,,0,
161,2.088158444,-2.819297697,0.128578956,36.03217734,2.822228207,,,,,,,0,
161,1.243238482,3.945590183,-0.534819061,35.16537207,3.981672176,,,,,,,0,
161,1.186806225,4.869387206,-0.78511628,35.26812528,4.93227527,,,,,,,0,
161,1.123510703,-3.851900895,-2.038675242,33.90981501,4.358134606,,,,,,,0,
161,0.972077483,4.150301428,-1.90209297,34.47070212,4.56540903,,,,,,,0,
161,0.970233966,4.192321744,-2.016956999,34.39708535,4.652276555,,,,,,,0,
161,0.869046988,3.388971452,-1.790815194,34.25521492,3.833033598,,,,,,,0,
