Frame Count,r,x,y,z,theta,,r,x,y,z,dist_cm_xy,dist_cm_z,dist_gc_xy,dist_gc_z,,x_1,y_1,z_1,atom_type_1,angle_1,dist_cm_xy_1,dist_cm_z_1,dist_gc_xy_1,dist_gc_z_1,,x_2,y_2,z_2,atom_type_2,angle_2,dist_cm_xy_2,dist_cm_z_2,dist_gc_xy_2,dist_gc_z_2,,x_3,y_3,z_3,atom_type_3,angle_3,dist_cm_xy_3,dist_cm_z_3,dist_gc_xy_3,dist_gc_z_3
112,2.867,0.265,2.458,36.691,0.765627146,,3.158284015,-0.285502915,2.874175968,34.01805154,2.23803037,-0.449313564,2.219659917,0.874120104,,-3.653,1.325,36.114,H_,1.239521413,3.514181718,-2.545262026,3.525459477,-1.221828358,,2.515,-0.296,33.528,H_,1.028942377,2.877365194,0.040737974,2.869218137,1.364171642,,-0.588,7.579,32.845,C_R2,0.873128863,6.951930926,0.723737974,6.933838416,2.047171642
112,,,,,,,3.156809942,-0.497989003,2.709808602,33.61427169,2.092645727,-0.045533715,2.076049392,1.277899953,,-3.653,1.325,36.114,H_,1.255145669,3.514181718,-2.545262026,3.525459477,-1.221828358,,2.515,-0.296,33.528,H_,1.013163343,2.877365194,0.040737974,2.869218137,1.364171642,,-1.328,7.112,31.738,C_R1,0.873283642,6.570844699,1.830737974,6.554770488,3.154171642
112,,,,,,,2.938963749,-0.326787308,2.200832598,32.11262018,1.567904043,1.456117797,1.550239587,2.779551465,,-4.27,1.646,31.437,H_,1.271089468,4.186558194,2.131737974,4.196815189,3.455171642,,-0.626,6.59,30.641,C_R2,1.051501233,5.967215755,2.927737974,5.949380131,4.251171642,,2.515,-0.296,33.528,H_,0.819001953,2.877365194,0.040737974,2.869218137,1.364171642
112,,,,,,,2.86989872,0.242437909,2.672206662,36.78337256,2.083659905,-3.214634587,2.061879088,-1.891200919,,-2.057,6.473,37.856,C_R2,1.533740703,6.121782631,-4.287262026,6.108328387,-2.963828358,,-4.28,2.016,36.753,C_R2,1.015708684,4.300209404,-3.184262026,4.308602118,-1.860828358,,4.8,3.003,36.727,C_R2,0.592143267,5.5373872,-3.158262026,5.515532565,-1.834828358
112,,,,,,,2.867319543,0.265421915,2.45831736,36.69052777,1.881003011,-3.121789798,1.858842797,-1.798356131,,4.193,2.327,36.146,H_,2.147793006,4.712941232,-2.577262026,4.691949016,-1.253828358,,4.8,3.003,36.727,C_R2,0.894680266,5.5373872,-3.158262026,5.515532565,-1.834828358,,-4.28,2.016,36.753,C_R2,0.099119382,4.300209404,-3.184262026,4.308602118,-1.860828358
112,,,,,,,2.854751624,0.254673824,2.015043027,36.32580596,1.452727306,-2.757067982,1.429926557,-1.433634315,,2.91,-1.026,34.217,C_R2,1.394510588,3.532884126,-0.648262026,3.528474686,0.675171642,,4.193,2.327,36.146,H_,1.255503973,4.712941232,-2.577262026,4.691949016,-1.253828358,,-4.28,2.016,36.753,C_R2,0.491578093,4.300209404,-3.184262026,4.308602118,-1.860828358
112,,,,,,,2.689943214,-1.132537952,0.717561331,33.34959068,0.929272715,0.219147296,0.943016438,1.542580963,,-3.653,1.325,36.114,H_,1.329725343,3.514181718,-2.545262026,3.525459477,-1.221828358,,-4.27,1.646,31.437,H_,1.13825556,4.186558194,2.131737974,4.196815189,3.455171642,,2.515,-0.296,33.528,H_,0.67361175,2.877365194,0.040737974,2.869218137,1.364171642
112,,,,,,,2.583969838,-0.922351548,0.51798243,32.4822081,0.725550921,1.086529878,0.743863677,2.409963545,,-4.256,-0.802,31.636,H_,1.526455137,4.297550701,1.932737974,4.318264034,3.256171642,,-4.27,1.646,31.437,H_,1.275281154,4.186558194,2.131737974,4.196815189,3.455171642,,2.515,-0.296,33.528,H_,0.339856362,2.877365194,0.040737974,2.869218137,1.364171642
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2.486,-0.18,0.777,35.103,0.166633403,,2.548178455,-0.252429292,0.577525132,35.95990851,0.274986518,-2.109759534,0.2830185,-0.846087619,,2.962,1.2,37.569,H_,1.43419971,3.002259867,-3.71885102,3.035292028,-2.455179104,,3.102,-1.962,35.372,C_R2,1.219446037,4.000049938,-1.52185102,3.937520681,-0.258179104,,-4.325,1.357,35.036,C_R2,0.487946906,4.414295975,-1.18585102,4.42603497,0.077820896
113,,,,,,,2.485625524,-0.180250713,0.777340409,35.10315008,0.275490877,-1.253001102,0.35467369,0.010670814,,2.753,2.774,35.619,H_,1.254395991,3.496347026,-1.76885102,3.573195486,-0.505179104,,2.247,-1.831,34.701,H_,1.226297404,3.288379733,-0.85085102,3.214148122,0.412820896,,-4.325,1.357,35.036,C_R2,0.660899258,4.414295975,-1.18585102,4.42603497,0.077820896
113,,,,,,,2.47806306,-0.510595123,0.571860822,36.97818739,0.533171323,-3.12803841,0.531869741,-1.864366495,,-2.185,-2.563,36.564,H_,1.466154173,3.849265602,-2.71385102,3.754096215,-1.450179104,,-4.529,1.542,36.372,C_R2,1.007200923,4.649635738,-2.52185102,4.664771624,-1.258179104,,2.962,1.2,37.569,H_,0.668237557,3.002259867,-3.71885102,3.035292028,-2.455179104
113,,,,,,,2.399175693,-0.489336554,1.480605347,37.06524692,1.02660185,-3.215097944,1.119635789,-1.951426029,,-1.278,5.276,38.398,C_R2,1.472597478,4.862515218,-4.54785102,4.966665165,-3.284179104,,-4.529,1.542,36.372,C_R2,0.892113128,4.649635738,-2.52185102,4.664771624,-1.258179104,,2.962,1.2,37.569,H_,0.776882048,3.002259867,-3.71885102,3.035292028,-2.455179104
113,,,,,,,2.240019854,-0.569165611,2.44160213,35.52702211,1.943232189,-1.676873129,2.046121805,-0.413201214,,-0.425,5.899,37.411,C_R2,1.373799529,5.327253954,-3.56085102,5.436559284,-2.297179104,,2.753,2.774,35.619,H_,1.059549225,3.496347026,-1.76885102,3.573195486,-0.505179104,,-4.325,1.357,35.036,C_R2,0.7082439,4.414295975,-1.18585102,4.42603497,0.077820896
113,,,,,,,2.228290296,-0.515047707,2.298966378,35.20460461,1.790910792,-1.354455629,1.894015327,-0.090783714,,-4.301,2.438,34.166,C_R2,1.497615528,4.701439697,-0.31585102,4.737769452,0.947820896,,-4.325,1.357,35.036,C_R2,1.451671111,4.414295975,-1.18585102,4.42603497,0.077820896,,2.753,2.774,35.619,H_,0.192306015,3.496347026,-1.76885102,3.573195486,-0.505179104
113,,,,,,,2.20607483,-0.473055222,2.691939149,34.90069331,2.158968982,-1.05054433,2.26464374,0.213127585,,-1.035,5.23,32.858,H_,1.650950364,4.758386012,0.99214898,4.864168363,2.255820896,,-4.301,2.438,34.166,C_R2,0.820688181,4.701439697,-0.31585102,4.737769452,0.947820896,,2.753,2.774,35.619,H_,0.669954109,3.496347026,-1.76885102,3.573195486,-0.505179104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2.819,-0.995,1.52,35.81,0.114635056,,4.010073133,-0.306936129,0.889025536,31.0883558,0.454475097,2.855344607,0.455265577,4.145868084,,-1.308,-4.114,31.372,H_,1.530373448,4.686575196,2.571700403,4.663444293,3.862223881,,-6.011,1.127,30.979,C_R2,0.897192812,5.834785607,2.964700403,5.773268693,4.255223881,,4.731,1.744,31.121,H_,0.714026393,5.115398512,2.822700403,5.178675895,4.113223881
114,,,,,,,2.819206626,-0.995291862,1.519718378,35.8095424,1.328387239,-1.865841993,1.299997444,-0.575318515,,-2.465,-2.088,35.38,H_,1.537484131,3.386102159,-1.436299597,3.337710471,-0.145776119,,-5.493,1.96,35.811,C_R2,0.953266747,5.490184827,-1.867299597,5.432168948,-0.576776119,,2.874,2.133,35.922,H_,0.650841776,3.521961466,-1.978299597,3.581694538,-0.687776119
114,,,,,,,2.314410022,0.245058039,-0.026827156,35.63563202,0.658996768,-1.691931617,0.698547199,-0.401408139,,3.113,-1.756,34.97,H_,1.55155805,3.990390098,-1.026299597,4.038204669,0.264223881,,2.874,2.133,35.922,H_,0.962245682,3.521961466,-1.978299597,3.581694538,-0.687776119,,-2.465,-2.088,35.38,H_,0.627788921,3.386102159,-1.436299597,3.337710471,-0.145776119
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2.895,-0.562,2.693,35.44,0.938610708,,3.054506813,1.131735518,1.651649902,33.8833835,1.894721987,0.138644261,1.813498228,1.488952321,,2.706,-1.552,36.009,H_,1.461554371,3.157919019,-1.986972239,3.206552702,-0.636664179,,-1.775,-1.09,35.021,H_,1.121627531,2.164867229,-0.998972239,2.224555399,0.351335821,,3.378,5.238,32.146,O_R,0.558410752,6.123690927,1.876027761,6.03957889,3.226335821
115,,,,,,,2.896222819,-0.325087606,2.623596841,35.29803677,2.533046487,-1.276009007,2.437042338,0.074299053,,1.57,5.439,37.408,H_,1.47494706,5.544308162,-3.385972239,5.449242856,-2.035664179,,0.535,6.855,33.723,C_R2,1.160226079,6.759682326,0.299027761,6.6619438,1.649335821,,-1.775,-1.09,35.021,H_,0.506419514,2.164867229,-0.998972239,2.224555399,0.351335821
115,,,,,,,2.894766848,-0.562261847,2.693057794,35.4404068,2.644125682,-1.418379042,2.550087238,-0.068070982,,1.57,5.439,37.408,H_,1.365294235,5.544308162,-3.385972239,5.449242856,-2.035664179,,-0.884,6.925,33.68,C_R2,1.177916092,6.87054568,0.342027761,6.774395862,1.692335821,,-1.775,-1.09,35.021,H_,0.598382326,2.164867229,-0.998972239,2.224555399,0.351335821
115,,,,,,,2.843861734,0.613092881,1.778468104,36.29494996,1.765091334,-2.272922201,1.671683262,-0.922614141,,2.706,-1.552,36.009,H_,1.360878749,3.157919019,-1.986972239,3.206552702,-0.636664179,,-1.775,-1.09,35.021,H_,1.156223204,2.164867229,-0.998972239,2.224555399,0.351335821,,1.57,5.439,37.408,H_,0.6244907,5.544308162,-3.385972239,5.449242856,-2.035664179
115,,,,,,,2.795937868,-0.594189159,2.381583674,36.33710198,2.349608174,-2.315074219,2.25684365,-0.964766159,,-1.78,5.787,37.812,H_,1.429818304,5.952193412,-3.789972239,5.860670386,-2.439664179,,1.57,5.439,37.408,H_,1.26135057,5.544308162,-3.385972239,5.449242856,-2.035664179,,-1.775,-1.09,35.021,H_,0.450423779,2.164867229,-0.998972239,2.224555399,0.351335821
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,3.051,0.07,0.424,34.077,0.484738883,,3.117642483,-0.395269722,0.470845142,36.96697078,0.892503037,-2.92153552,0.819825633,-1.57610511,,-3.645,-2.745,35.448,C_R2,1.315149645,4.556049623,-1.402564738,4.729614621,-0.057134328,,2.647,-2.257,35.922,H_,1.003812537,3.21108839,-1.876564738,3.267425033,-0.531134328,,-2.521,3.849,38.33,H_,0.822630472,4.879966928,-4.284564738,4.775473519,-2.939134328
116,,,,,,,3.051232965,0.070302558,0.424181478,34.0768357,0.661374873,-0.031400434,0.501223129,1.314029976,,2.647,-2.257,35.922,H_,1.265731977,3.21108839,-1.876564738,3.267425033,-0.531134328,,-2.835,-2.445,34.825,H_,1.188869767,3.720147839,-0.779564738,3.899137025,0.565865672,,0.656,4.723,32.14,C_R2,0.686990909,4.97998064,1.905435262,4.788581183,3.250865672
116,,,,,,,2.768223292,1.896523002,1.376824657,34.82872324,2.370625111,-0.783287975,2.18470962,0.562142435,,2.711,3.432,38.003,H_,1.440672827,4.467139778,-3.957564738,4.267664374,-2.612134328,,2.647,-2.257,35.922,H_,0.876857176,3.21108839,-1.876564738,3.267425033,-0.531134328,,0.656,4.723,32.14,C_R2,0.824062651,4.97998064,1.905435262,4.788581183,3.250865672
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,3.289,-0.087,-0.122,34.189,0.532879468,,3.701413677,-0.306249345,0.96523891,36.13657828,1.319798339,-2.272511408,1.176934872,-0.940839479,,-0.852,4.5,32.089,C_R2,1.207933806,4.890470489,1.775066876,4.744274012,3.106738806,,2.617,3.975,38.471,H_,1.106631938,5.192360624,-4.606933124,5.100723596,-3.275261194,,-2.583,-3.259,35.976,H_,0.82702691,3.725671345,-2.111933124,3.809691852,-0.780261194
117,,,,,,,3.69724387,-0.126371966,0.860533853,36.06526526,1.220319765,-2.201198385,1.0856257,-0.869526456,,0.533,4.509,32.143,C_R2,1.206711272,4.925205767,1.721066876,4.793005231,3.052738806,,2.617,3.975,38.471,H_,1.193826503,5.192360624,-4.606933124,5.100723596,-3.275261194,,-2.583,-3.259,35.976,H_,0.741054878,3.725671345,-2.111933124,3.809691852,-0.780261194
117,,,,,,,3.579744318,-0.15315283,-0.931298962,31.40172545,0.586123885,2.462341426,0.733807177,3.794013356,,1.061,3.54,32.06,H_,1.416010658,4.108525703,1.804066876,3.989750521,3.135738806,,4.476,-1.538,31.081,H_,1.001907401,4.873189836,2.783066876,4.953509923,4.114738806,,-4.76,-1.749,31.493,H_,0.723674595,4.720021044,2.371066876,4.720701662,3.702738806
117,,,,,,,3.526331196,0.068505753,0.328442156,37.20185332,0.753000249,-3.337786442,0.651948461,-2.006114513,,3.555,-2.191,35.499,H_,1.55713352,4.226410207,-1.634933124,4.330463668,-0.303261194,,-2.583,-3.259,35.976,H_,0.843068313,3.725671345,-2.111933124,3.809691852,-0.780261194,,2.617,3.975,38.471,H_,0.741390821,5.192360624,-4.606933124,5.100723596,-3.275261194
117,,,,,,,3.288874647,-0.087242407,-0.121913525,34.18935422,0.283567153,-0.32528734,0.227816548,1.00638459,,3.555,-2.191,35.499,H_,1.400666187,4.226410207,-1.634933124,4.330463668,-0.303261194,,-2.583,-3.259,35.976,H_,0.948795288,3.725671345,-2.111933124,3.809691852,-0.780261194,,1.061,3.54,32.06,H_,0.792131179,4.108525703,1.804066876,3.989750521,3.135738806
117,,,,,,,2.880573171,2.433503835,1.62121654,35.26616064,3.332534629,-1.40209376,3.288327712,-0.07042183,,2.617,3.975,38.471,H_,1.110851794,5.192360624,-4.606933124,5.100723596,-3.275261194,,1.061,3.54,32.06,H_,1.050799551,4.108525703,1.804066876,3.989750521,3.135738806,,3.555,-2.191,35.499,H_,0.979941309,4.226410207,-1.634933124,4.330463668,-0.303261194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,3.548,-0.346,0.738,33.983,0.509885793,,3.734984641,-0.240140297,-0.059883003,32.18846072,0.078394315,1.758747735,0.194307347,3.084983312,,3.455,-1.822,34.761,H_,1.561914526,4.123873873,-0.813791548,4.283600696,0.51244403,,-1.412,-4.735,32.572,H_,0.945195861,4.754560985,1.375208452,4.902182962,2.70144403,,0.606,5.26,31.466,C_R2,0.634482266,5.448308232,2.481208452,5.294989001,3.80744403
118,,,,,,,3.683227235,-0.500153299,0.185831524,32.9708498,0.36061663,0.976358649,0.165211551,2.302594227,,-0.783,5.374,31.563,C_R2,1.33632148,5.508184015,2.384208452,5.328193197,3.71044403,,-5.601,0.403,31.264,C_R2,1.062000311,5.328034626,2.683208452,5.219298525,4.00944403,,3.455,-1.822,34.761,H_,0.743270862,4.123873873,-0.813791548,4.283600696,0.51244403
118,,,,,,,3.547932416,-0.345631784,0.737899553,33.98293312,0.852021836,-0.035724672,0.679450402,1.290510906,,-4.002,-1.512,35.764,H_,1.160575855,3.959479799,-1.816791548,3.936564918,-0.49055597,,3.455,-1.822,34.761,H_,1.09867367,4.123873873,-0.813791548,4.283600696,0.51244403,,-0.783,5.374,31.563,C_R2,0.882343129,5.508184015,2.384208452,5.328193197,3.71044403
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2.983,-0.504,0.742,32.907,0.373622092,,3.728336571,-0.720111344,1.458466789,36.15597722,1.543072661,-2.287950424,1.292362584,-0.987130204,,2.004,-2.117,34.393,H_,1.425109601,3.177174787,-0.524973205,3.404430768,0.775847015,,-4.8,-0.923,35.158,H_,0.913069358,4.473443791,-1.289973205,4.435433254,0.010847015,,2.447,4.792,37.629,H_,0.803413695,5.626017003,-3.760973205,5.472339298,-2.460152985
119,,,,,,,3.679315642,-1.214744486,2.026943145,36.29185905,2.229994154,-2.423832258,1.97476973,-1.123012038,,-0.705,6.577,33.468,C_R2,1.413828373,6.636982081,0.400026795,6.395990715,1.700847015,,2.447,4.792,37.629,H_,1.120876625,5.626017003,-3.760973205,5.472339298,-2.460152985,,-4.8,-0.923,35.158,H_,0.606887655,4.473443791,-1.289973205,4.435433254,0.010847015
119,,,,,,,2.995887436,1.956420611,1.966760353,34.70433819,3.112921238,-0.836311398,3.039106505,0.464508822,,2.447,4.792,37.629,H_,1.351346284,5.626017003,-3.760973205,5.472339298,-2.460152985,,1.398,6,32.365,C_R1,1.095558883,6.318272195,1.503026795,6.11927539,2.803847015,,2.004,-2.117,34.393,H_,0.694687487,3.177174787,-0.524973205,3.404430768,0.775847015
119,,,,,,,2.983436108,-0.504163048,0.742116449,32.9067222,0.80095727,0.961304597,0.557978967,2.262124817,,-4.484,0.678,31.995,H_,1.334291327,4.137310477,1.873026795,4.009564548,3.173847015,,-0.758,5.186,31.45,C_R2,1.053577883,5.250926194,2.418026795,5.008258067,3.718847015,,2.004,-2.117,34.393,H_,0.753723444,3.177174787,-0.524973205,3.404430768,0.775847015
119,,,,,,,2.712746536,2.015520791,1.422562581,32.97581965,2.840951768,0.892207149,2.808300387,2.193027368,,3.465,5.135,31.55,O_R,1.459971125,6.476937388,2.318026795,6.345996164,3.618847015,,0.629,5.291,31.368,C_R2,1.325763289,5.444919955,2.500026795,5.231244471,3.800847015,,2.004,-2.117,34.393,H_,0.35585824,3.177174787,-0.524973205,3.404430768,0.775847015
119,,,,,,,2.711403984,1.997324209,1.365816354,32.84485724,2.796192971,1.023169556,2.767276996,2.323989775,,6.339,1.031,32.139,C_R1,1.338093145,6.837426958,1.729026795,6.896162083,3.029847015,,2.004,-2.117,34.393,H_,1.03287579,3.177174787,-0.524973205,3.404430768,0.775847015,,0.629,5.291,31.368,C_R2,0.770623719,5.444919955,2.500026795,5.231244471,3.800847015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,3.069,-0.087,0.51,32.927,0.384210413,,3.256318056,-0.558400777,0.854661992,34.93413714,0.745446306,-0.856098071,0.529814867,0.471318082,,0.828,-3.25,34.479,H_,1.167284219,3.60044947,-0.400960929,3.838037371,0.926455224,,-4.22,0.923,32.575,H_,1.075079671,3.859891469,1.503039071,3.700118639,2.830455224,,1.559,3.839,37.298,H_,0.899228764,4.226429565,-3.219960929,4.107917782,-1.892544776
120,,,,,,,3.110496712,-1.860459338,1.608904951,36.26734173,2.05587583,-2.189302658,1.821435644,-0.861886505,,-5.207,-0.943,36.138,H_,1.454147479,4.878734598,-2.059960929,4.808643548,-0.732544776,,-5.142,0.448,32.947,C_R2,1.277668457,4.708577419,1.131039071,4.575121621,2.458455224,,1.559,3.839,37.298,H_,0.409776718,4.226429565,-3.219960929,4.107917782,-1.892544776
120,,,,,,,3.104761497,-1.437781145,1.240412692,35.90277026,1.498550566,-1.824731191,1.262408094,-0.497315039,,-3.238,-2.548,36.198,H_,1.404468882,3.861058532,-2.119960929,3.921716251,-0.792544776,,-5.142,0.448,32.947,C_R2,1.158424726,4.708577419,1.131039071,4.575121621,2.458455224,,1.559,3.839,37.298,H_,0.578699045,4.226429565,-3.219960929,4.107917782,-1.892544776
120,,,,,,,3.085787417,-1.736524948,1.324753037,36.71585411,1.767634613,-2.637815042,1.537472563,-1.310398889,,-3.238,-2.548,36.198,H_,1.534678199,3.861058532,-2.119960929,3.921716251,-0.792544776,,-5.207,-0.943,36.138,H_,1.298524557,4.878734598,-2.059960929,4.808643548,-0.732544776,,1.559,3.839,37.298,H_,0.308389898,4.226429565,-3.219960929,4.107917782,-1.892544776
120,,,,,,,3.078200888,-0.098681578,0.614502211,33.18894319,0.605446654,0.889095883,0.55191018,2.216512036,,-4.22,0.923,32.575,H_,1.479062159,3.859891469,1.503039071,3.700118639,2.830455224,,0.349,5.182,31.859,C_R2,0.875858967,5.125978507,2.219039071,4.942960709,3.546455224,,0.828,-3.25,34.479,H_,0.786671528,3.60044947,-0.400960929,3.838037371,0.926455224
120,,,,,,,3.068840876,-0.086688646,0.509605914,32.92724541,0.530880572,1.150793659,0.516017978,2.478209812,,-4.22,0.923,32.575,H_,1.341006221,3.859891469,1.503039071,3.700118639,2.830455224,,0.896,4.284,31.455,H_,0.958017121,4.376616629,2.623039071,4.221253699,3.950455224,,0.828,-3.25,34.479,H_,0.842569311,3.60044947,-0.400960929,3.838037371,0.926455224
120,,,,,,,3.004196782,-0.236707021,0.23434508,36.50658959,0.238644525,-2.428550522,0.343972436,-1.10113437,,1.729,-3.726,34.9,C_R2,1.25793089,4.416084962,-0.821960929,4.657124445,0.505455224,,-3.238,-2.548,36.198,H_,1.212965844,3.861058532,-2.119960929,3.921716251,-0.792544776,,1.559,3.839,37.298,H_,0.67069592,4.226429565,-3.219960929,4.107917782,-1.892544776
120,,,,,,,2.732231408,1.767059337,1.662984254,34.15035575,2.698251146,-0.072316674,2.691718025,1.255099478,,1.559,3.839,37.298,H_,1.430061709,4.226429565,-3.219960929,4.107917782,-1.892544776,,0.349,5.182,31.859,C_R2,0.931965042,5.125978507,2.219039071,4.942960709,3.546455224,,2.945,-1.957,34.591,H_,0.779565902,3.97458525,-0.512960929,4.189533004,0.814455224
